"","fragment_ID","jar_nr","run","date","position","cond_organism","incubation","genus","species","colony","col_frag","time_start_L","oxygen_start_L","temp_start_L","saturation_start_L","time_stop_L","oxygen_stop_L","temp_stop_L","saturation_stop_L","salinity_cond_L","temp_cond_L","time_start_D","oxygen_start_D","temp_start_D","saturation_start_D","time_stop_D","oxygen_stop_D","temp_stop_D","saturation_stop_D","light_intensity_L","salinity_cond_D","temp_cond_D","flow_velocity","time_L_min","time_D_min","oxy_L_diff","oxy_D_diff","vol_jar_L","base_O2produced_ug_min","base_O2produced_ug_h","base_O2respiration_ug_min","base_O2respiration_ug_h","mean(base_O2produced_ug_h)","mean(base_O2respiration_ug_h)","net_photo_ug_h","respiration_ug_h","gross_photo_ug_h","surface_cm2","net_photo_ug_h_cm2","respiration_ug_h_cm2","gross_photo_ug_h_cm2"
"123","Pve-B-2","9","4",2021-03-22,"B10","Ssp","off-species","soft coral","Pve","B","2",12H 26M 0S,6.76,24.7,100.2,13H 56M 0S,7.19,25.9,108.7,34.2,23.1,14H 33M 0S,6.61,25.1,98.7,16H 3M 0S,6.31,25.6,95.2,195,34.4,23.1,7.024242937,90,90,430.000000000001,300.000000000001,1.02596,4.9018088888889,294.108533333334,3.41986666666667,205.192,51.0097000000001,64.6107666666668,243.098833333334,140.581233333334,383.680066666667,19.42261719,12.5162757910142,7.23801699627349,19.7542927872877
"124","Pve-B-2","10","9",2021-03-29,"B11","Amu","off-species","stony coral","Pve","B","2",12H 31M 0S,6.76,25.2,100.6,14H 2M 0S,7.18,25.3,105.9,34.4,23.6,14H 37M 0S,6.63,25.3,98.6,16H 7M 0S,6.29,25.4,94.1,195,34.2,23.6,7.004665894,91,90,420,340,1.01669,4.69241538461538,281.544923076923,3.84082888888889,230.449733333333,10.2386732600733,9.87377419354847,271.30624981685,220.575959139785,491.882208956634,19.42261719,13.9685731929338,11.3566548206156,25.3252280135494
"125","Pve-C-1","1","1",2021-03-19,"A6","Amu","off-species","stony coral","Pve","C","1",12H 1M 0S,6.89,24.6,102.1,13H 32M 0S,7.17,25.7,108.3,34.3,23.6,14H 44M 0S,6.5,25.9,98.6,16H 18M 0S,6.3,25.5,95.4,199,34.5,23.5,6.950426225,91,94,280,200,1.02096,3.14141538461539,188.484923076923,2.17225531914894,130.335319148936,57.1763406593409,36.4522611008327,131.308582417582,93.8830580481036,225.191640465686,30.96395264,4.24069187626759,3.03201142113953,7.27270329740712
"126","Pve-C-1","5","6",2021-03-25,"B2","Hcn","off-species","sponge","Pve","C","1",12H 26M 0S,6.53,25.8,99.3,13H 57M 0S,7.4,26,112.5,34.2,23.5,14H 27M 0S,6.6,25.4,99.4,15H 59M 0S,6.25,25.7,94.6,197,34.4,23.6,6.897020096,91,92,870,350,1.02427,9.79247142857143,587.548285714286,3.89667934782608,233.800760869565,19.961804347826,6.6886658485275,567.58648136646,227.112095021038,794.698576387497,30.96395264,18.330556436559,7.33472556496707,25.6652820015261
"127","Pve-C-1","11","14",2021-04-03,"B12","Csp","off-species","macroalgae","Pve","C","1",12H 30M 0S,6.6,25.9,99.8,14H 0M 0S,7.34,25.3,110.1,34.4,23.3,14H 31M 0S,6.5,25.2,97.3,16H 1M 0S,6.16,25.4,92.7,198,34.2,23.3,6.788963055,90,90,740,340,1.0185,8.37433333333334,502.46,3.84766666666666,230.86,34.0068666666668,6.80073333333319,468.453133333333,224.059266666667,692.5124,30.96395264,15.1289836533393,7.23613258525726,22.3651162385966
"128","Pve-C-1","12","7",2021-03-27,"C4","Pve","within-species","stony coral","Pve","C","1",12H 39M 0S,6.83,25,102,14H 9M 0S,7.29,25.7,110.1,34.4,23.7,14H 40M 0S,6.62,25.2,99,16H 0M 0S,6.27,25.5,94.5,196,34.5,23.5,8.117810474,90,80,460,350.000000000001,1.01679,5.19692666666667,311.8156,4.44845625000001,266.907375,6.72639560439546,22.9538250000002,305.089204395604,243.95355,549.042754395605,30.96395264,9.8530445367457,7.87863076902059,17.7316753057663
"129","Pve-C-1","8","12",2021-04-01,"B9","Ssp","off-species","soft coral","Pve","C","1",12H 23M 0S,6.59,25.5,99.4,13H 54M 0S,7.17,25.4,108.2,34.6,23.3,14H 22M 0S,6.53,25.6,98.8,15H 53M 0S,6.18,25.5,93.6,202,34.4,23.5,6.579251631,91,91,580,350.000000000001,1.02544,6.53577142857143,392.146285714286,3.94400000000001,236.64,-22.9680399719493,6.65210869565203,415.114325686235,229.987891304348,645.102216990583,30.96395264,13.4063738732755,7.42760118445745,20.8339750577329
"130","Pve-C-1","3","10",2021-03-30,"A11","Mdi","off-species","stony coral","Pve","C","1",12H 16M 0S,6.77,25.7,101.3,13H 46M 0S,7.37,25.6,110,23.4,23.2,14H 17M 0S,6.65,25.4,99.1,15H 49M 0S,6.29,25.3,93.4,200,34.4,23.3,7.051835362,90,92,600.000000000001,360,1.02549,6.83660000000001,410.196,4.01278695652174,240.767217391305,10.2013000000001,26.6143043478261,399.9947,214.152913043478,614.147613043479,30.96395264,12.9180762110867,6.91620076846489,19.8342769795516
"131","Pve-C-1","7","13",2021-04-02,"B7","Hsp","off-species","macroalgae","Pve","C","1",12H 23M 0S,6.59,25.5,99.4,13H 55M 0S,7.16,25.4,107.3,34.3,23,14H 24M 0S,6.55,25.8,99.3,15H 55M 0S,6.18,25.5,93,199,34.3,22.9,6.989082655,92,91,570,370,1.023,6.33815217391304,380.289130434783,4.15945054945055,249.567032967033,25.6724657922723,-6.65289130434769,354.61666464251,256.219924271381,610.836588913891,30.96395264,11.4525644954129,8.2747809121885,19.7273454076014
"132","Pve-C-1","6","3",2021-03-21,"B4","Xsp","off-species","soft coral","Pve","C","1",12H 21M 0S,6.37,25.6,105.3,13H 51M 0S,7.46,25.9,113.6,34.3,23.3,14H 22M 0S,6.57,25.7,99.5,15H 52M 0S,6.21,25.6,93.6,200,34.3,23.3,6.878144835,90,90,1090,360,1.02353,12.3960855555556,743.765133333333,4.09412,245.6472,20.4013999999999,6.79793333333319,723.363733333333,238.849266666667,962.213,30.96395264,23.361479128439,7.71378478205382,31.0752639104928
"133","Pve-C-2","1","2",2021-03-20,"A6","Mdi","off-species","stony coral","Pve","C","2",12H 13M 0S,6.84,25.5,102.1,13H 45M 0S,7.33,25.5,109.8,34.3,23.2,14H 16M 0S,6.59,25.54,98.6,15H 49M 0S,6.25,25.3,93.3,199,34.3,23.2,6.950426225,92,93,490,340,1.02096,5.43772173913044,326.263304347826,3.73254193548387,223.952516129032,43.396084687052,26.5777471949509,282.867219660774,197.374768934081,480.241988594855,29.68304688,9.52958841470435,6.6494106798406,16.178999094545
"134","Pve-C-2","6","16",2021-04-05,"B4","Hsp","off-species","macroalgae","Pve","C","2",12H 18M 0S,6.66,25,100.6,13H 48M 0S,7.2,25.5,109.9,34.2,22.9,14H 19M 0S,6.65,25.4,101.2,15H 48M 0S,6.28,25.4,95.5,200,34.2,23.3,6.878144835,90,89,540,370,1.02353,6.14118,368.4708,4.25512471910113,255.307483146068,23.8043666666668,37.4078333333331,344.666433333333,217.899649812734,562.566083146068,29.68304688,11.6115584335638,7.34087880848755,18.9524372420513
"135","Pve-C-2","5","5",2021-03-24,"B2","Csp","off-species","macroalgae","Pve","C","2",12H 22M 0S,6.85,25.4,102.9,13H 54M 0S,7.36,25.9,111.4,34.1,23.5,14H 26M 0S,6.58,25.8,99.5,15H 57M 0S,6.24,25.7,94.2,197,34.2,23.3,6.897020096,92,91,510.000000000001,340,1.02427,5.67801847826088,340.681108695653,3.82694285714286,229.616571428571,2.5889306636152,-6.30129949121199,338.092178032037,235.917870919783,574.010048951821,29.68304688,11.3900766117052,7.94789941455577,19.337976026261
"136","Pve-C-2","3","4",2021-03-22,"A11","Ssp","off-species","soft coral","Pve","C","2",12H 12M 0S,6.85,24.5,101.2,13H 42M 0S,7.48,25.5,112.5,34.2,23.1,14H 18M 0S,6.6,25.4,99.4,15H 48M 0S,6.26,25.2,93.5,200,34.4,23.1,7.051835362,90,90,630.000000000001,340,1.02549,7.17843000000001,430.705800000001,3.87407333333333,232.4444,51.0097000000001,64.6107666666668,379.6961,167.833633333333,547.529733333334,29.68304688,12.7916821185845,5.65419156637916,18.4458736849636
"137","Pve-C-2","9","8",2021-03-28,"B10","Pve","within-species","stony coral","Pve","C","2",12H 25M 0S,6.63,26,99.8,13H 55M 0S,7.09,25.3,105.3,34.5,23.5,14H 26M 0S,6.52,24.9,96.7,15H 56M 0S,6.22,25.3,92.7,195,34.4,23.5,7.024242937,90,90,460,300,1.02596,5.24379555555555,314.627733333333,3.41986666666666,205.192,47.6079333333329,34.0056666666665,267.0198,171.186333333333,438.206133333334,29.68304688,8.9957005114564,5.76714156149099,14.7628420729474
"138","Pve-C-2","3","15",2021-04-04,"A11","Hcn","off-species","sponge","Pve","C","2",12H 31M 0S,6.4,25.5,98.1,14H 1M 0S,7.22,25.8,111.1,34.4,23.5,14H 34M 0S,6.48,25.8,99.9,16H 4M 0S,6.14,25.5,94.1,200,34.2,23.7,7.051835362,90,90,819.999999999999,340.000000000001,1.02549,9.34335333333333,560.6012,3.87407333333334,232.444400000001,27.2049333333334,16.96586007326,533.396266666666,215.47853992674,748.874806593407,29.68304688,17.9697275964639,7.25931339858264,25.2290409950465
"139","Pve-C-2","6","11",2021-03-31,"B4","Xsp","off-species","soft coral","Pve","C","2",12H 19M 0S,6.76,25.6,101.6,13H 51M 0S,7.53,25.4,113,34.6,23.3,14H 20M 0S,6.57,25.6,99,15H 51M 0S,6.26,25.5,94.24,200,34.4,23.5,6.878144835,92,91,770,310.000000000001,1.02353,8.56650108695653,513.990065217392,3.48675054945056,209.205032967033,-9.97992391304327,32.9899429347828,523.969989130435,176.215090032251,700.185079162685,29.68304688,17.6521632448547,5.93655667306114,23.5887199179158
"140","Pve-C-2","1","9",2021-03-29,"A6","Amu","off-species","stony coral","Pve","C","2",12H 9M 0S,6.8,25.7,101.3,13H 40M 0S,7.12,25.4,106,34.4,23.6,14H 15M 0S,6.61,25.6,98.8,15H 47M 0S,6.39,25.3,95,199,34.2,23.6,6.950426225,91,92,320,220.000000000001,1.02096,3.59018901098901,215.411340659341,2.44142608695653,146.485565217392,10.2386732600733,9.87377419354847,205.172667399268,136.611791023843,341.784458423111,29.68304688,6.91211613917943,4.60235068105122,11.5144668202306
"141","Pve-F-1","1","13",2021-04-02,"A6","Hsp","off-species","macroalgae","Pve","F","1",12H 10M 0S,6.74,25.4,101.1,13H 40M 0S,7.13,25.6,107.5,34.3,23,14H 11M 0S,6.56,26,99.6,15H 43M 0S,6.22,25.4,93.5,199,34.3,22.9,6.950426225,90,92,390,340,1.02096,4.42416,265.4496,3.77311304347826,226.386782608696,25.6724657922723,-6.65289130434769,239.777134207728,233.039673913043,472.816808120771,25.50249268,9.40210579477078,9.13791749054404,18.5400232853148
"142","Pve-F-1","11","7",2021-03-27,"B12","Pve","within-species","stony coral","Pve","F","1",12H 37M 0S,6.86,25.2,102.6,14H 7M 0S,7.4,24.3,109.3,34.4,23.7,14H 38M 0S,6.61,25.3,99,15H 58M 0S,6.27,25.2,93.8,198,34.5,23.5,6.788963055,90,80,540,340.000000000001,1.0185,6.111,366.66,4.32862500000001,259.717500000001,6.72639560439546,22.9538250000002,359.933604395605,236.763675,596.697279395605,25.50249268,14.1136636685667,9.28394247459893,23.3976061431656
"143","Pve-F-1","8","14",2021-04-03,"B9","Csp","off-species","macroalgae","Pve","F","1",12H 23M 0S,6.68,25.3,100,13H 53M 0S,7.44,25.3,111.5,34.4,23.3,14H 25M 0S,6.5,25.3,97.6,15H 55M 0S,6.2,25.4,93.1,202,34.2,23.3,6.579251631,90,90,760.000000000001,300,1.02544,8.65927111111112,519.556266666667,3.41813333333333,205.088,34.0068666666668,6.80073333333319,485.5494,198.287266666667,683.836666666667,25.50249268,19.039291809337,7.77521119816538,26.8145030075024
"144","Pve-F-1","7","1",2021-03-19,"B7","Amu","off-species","stony coral","Pve","F","1",12H 14M 0S,6.78,24.8,100.6,13H 45M 0S,7.51,25.8,113.5,34.3,23.6,14H 57M 0S,6.51,25.5,97.7,16H 27M 0S,6.15,25.5,92.7,199,34.5,23.5,6.989082655,91,90,730,359.999999999999,1.023,8.20648351648351,492.389010989011,4.09199999999999,245.52,57.1763406593409,36.4522611008327,435.21267032967,209.067738899167,644.280409228837,25.50249268,17.0654953533613,8.19793349311009,25.2634288464714
"145","Pve-F-1","11","6",2021-03-25,"B12","Hcn","off-species","sponge","Pve","F","1",12H 38M 0S,6.53,25.3,98.3,14H 9M 0S,7.12,26,108.8,34.2,23.5,14H 39M 0S,6.62,25.1,99.3,16H 10M 0S,6.29,25.6,95,198,34.4,23.6,6.788963055,91,91,590,330,1.0185,6.60346153846154,396.207692307692,3.69346153846154,221.607692307692,19.961804347826,6.6886658485275,376.245887959866,214.919026459165,591.164914419031,25.50249268,14.7532985375556,8.42737332212675,23.1806718596823
"146","Pve-F-1","9","3",2021-03-21,"B10","Xsp","off-species","soft coral","Pve","F","1",12H 27M 0S,6.93,25.3,104.2,13H 57M 0S,7.43,25.9,113.2,34.3,23.3,14H 28M 0S,6.64,25.4,99.8,15H 58M 0S,6.26,25.6,94.9,195,34.3,23.3,7.024242937,90,90,500,380,1.02596,5.69977777777778,341.986666666667,4.33183111111111,259.909866666667,20.4013999999999,6.79793333333319,321.585266666667,253.111933333333,574.6972,25.50249268,12.609954277876,9.92498798095267,22.5349422588286
"147","Pve-F-1","11","12",2021-04-01,"B12","Ssp","off-species","soft coral","Pve","F","1",12H 29M 0S,6.56,25.2,98.5,14H 1M 0S,6.95,25.4,105.2,34.6,23.3,14H 28M 0S,6.55,25.4,99,15H 59M 0S,6.18,25.5,93.4,198,34.4,23.5,6.788963055,92,91,390.000000000001,370,1.0185,4.31755434782609,259.053260869566,4.14115384615385,248.469230769231,-22.9680399719493,6.65210869565203,282.021300841515,241.817122073579,523.838422915094,25.50249268,11.0585778566927,9.48209749956014,20.5406753562528
"148","Pve-F-1","9","10",2021-03-30,"B10","Mdi","off-species","stony coral","Pve","F","1",12H 28M 0S,6.71,25.2,99.2,13H 58M 0S,7.43,25.4,110.8,23.4,23.2,14H 29M 0S,6.6,25.5,99,16H 1M 0S,6.3,25.4,93.9,195,34.4,23.3,7.024242937,90,92,720,300,1.02596,8.20768,492.4608,3.34552173913043,200.731304347826,10.2013000000001,26.6143043478261,482.2595,174.117,656.3765,25.50249268,18.9102887333914,6.8274502490711,25.7377389824625
"149","Pve-F-2","6","15",2021-04-04,"B4","Hcn","off-species","sponge","Pve","F","2",12H 37M 0S,6.39,25.3,97.4,14H 7M 0S,7.16,25.7,110.2,34.4,23.5,14H 41M 0S,6.52,25.6,99.8,16H 11M 0S,6.19,25.7,94.6,200,34.2,23.7,6.878144835,90,90,770,329.999999999999,1.02353,8.75686777777778,525.412066666667,3.75294333333332,225.176599999999,27.2049333333334,16.96586007326,498.207133333334,208.210739926739,706.417873260073,31.69138184,15.7205872514057,6.56994828997774,22.2905355413834
"150","Pve-F-2","12","8",2021-03-28,"C4","Pve","within-species","stony coral","Pve","F","2",12H 31M 0S,6.58,25.6,98.3,14H 1M 0S,6.95,25.8,104.5,34.5,23.5,14H 32M 0S,6.57,24.7,96.9,16H 2M 0S,6.21,25.6,92.8,196,34.4,23.5,8.117810474,90,90,370,360,1.01679,4.18013666666667,250.8082,4.06716,244.0296,47.6079333333329,34.0056666666665,203.200266666667,210.023933333334,413.224200000001,31.69138184,6.41184621398217,6.62716237473266,13.0390085887148
"151","Pve-F-2","2","5",2021-03-24,"A7","Csp","off-species","macroalgae","Pve","F","2",12H 16M 0S,6.95,25.4,104.2,13H 47M 0S,7.57,25.4,113.3,34.1,23.5,14H 20M 0S,6.56,25.9,99.3,15H 53M 0S,6.26,25.2,93.7,195,34.2,23.3,6.874382174,91,93,620,300,1.02281,6.96859560439561,418.115736263736,3.29938709677419,197.963225806452,2.5889306636152,-6.30129949121199,415.526805600121,204.264525297664,619.791330897785,31.69138184,13.1116657423771,6.44542817125905,19.5570939136362
"152","Pve-F-2","12","16",2021-04-05,"C4","Hsp","off-species","macroalgae","Pve","F","2",12H 30M 0S,6.61,25.2,100.4,14H 0M 0S,7.07,25.8,108.4,34.2,22.9,14H 30M 0S,6.6,25.1,99.8,16H 0M 0S,6.22,25.6,95,196,34.2,23.3,8.117810474,90,90,460,380,1.01679,5.19692666666667,311.8156,4.29311333333333,257.5868,23.8043666666668,37.4078333333331,288.011233333333,220.178966666667,508.1902,31.69138184,9.08799858546443,6.94759754491875,16.0355961303832
"153","Pve-F-2","12","4",2021-03-22,"C4","Ssp","off-species","soft coral","Pve","F","2",12H 34M 0S,6.74,24.8,99.7,14H 4M 0S,7.25,25.8,109.3,34.2,23.1,14H 41M 0S,6.61,24.9,98.5,16H 11M 0S,6.24,25.5,94,196,34.4,23.1,8.117810474,90,90,510,370,1.01679,5.76181,345.7086,4.18013666666667,250.8082,51.0097000000001,64.6107666666668,294.6989,186.197433333333,480.896333333333,31.69138184,9.29902335871132,5.87533337212579,15.1743567308371
"154","Pve-F-2","3","11",2021-03-31,"A11","Xsp","off-species","soft coral","Pve","F","2",12H 13M 0S,6.83,25.8,103.1,13H 45M 0S,7.51,25.6,113,34.6,23.3,14H 14M 0S,6.55,25.6,98.8,15H 47M 0S,6.19,25.4,93.1,200,34.4,23.5,7.051835362,92,93,680,359.999999999999,1.02549,7.57970869565217,454.78252173913,3.96963870967741,238.178322580645,-9.97992391304327,32.9899429347828,464.762445652174,205.188379645862,669.950825298036,31.69138184,14.6652628780473,6.47457976688409,21.1398426449314
"155","Pve-F-2","4","9",2021-03-29,"A12","Amu","off-species","stony coral","Pve","F","2",12H 17M 0S,6.78,25.5,101,13H 47M 0S,7.27,25.5,108.7,34.4,23.6,14H 23M 0S,6.63,25.5,99,15H 53M 0S,6.32,25.3,93.8,198,34.2,23.6,7.370305346,90,90,489.999999999999,310,1.0268,5.59035555555555,335.421333333333,3.53675555555555,212.205333333333,10.2386732600733,9.87377419354847,325.182660073259,202.331559139785,527.514219213044,31.69138184,10.2609176751903,6.38443473879726,16.6453524139875
"156","Pve-F-2","8","2",2021-03-20,"B9","Mdi","off-species","stony coral","Pve","F","2",12H 28M 0S,6.75,25.2,100.7,14H 1M 0S,7.31,25.9,110.2,34.3,23.2,14H 31M 0S,6.7,25.1,99.7,16H 2M 0S,6.32,25.5,94.4,202,34.3,23.2,6.579251631,93,91,560,380,1.02544,6.17469247311828,370.481548387097,4.28205714285714,256.923428571429,43.396084687052,26.5777471949509,327.085463700045,230.345681376478,557.431145076522,31.69138184,10.3209593494975,7.26840131299486,17.5893606624924
"157","Spi-A-1","11","3",2021-03-21,"B12","Xsp","off-species","soft coral","Spi","A","1",12H 31M 0S,6.93,25.1,103.9,14H 1M 0S,7.63,25.9,116.3,34.3,23.3,14H 32M 0S,6.57,25.4,99,16H 2M 0S,6.14,25.5,92.8,198,34.3,23.3,6.788963055,90,90,700,430.000000000001,1.0185,7.92166666666667,475.3,4.86616666666667,291.97,20.4013999999999,6.79793333333319,454.8986,285.172066666667,740.070666666667,13.19037231,34.4871690736984,21.6197132245062,56.1068822982046
"158","Spi-A-1","11","13",2021-04-02,"B12","Hsp","off-species","macroalgae","Spi","A","1",12H 31M 0S,6.43,25.5,96.9,14H 3M 0S,7.23,25.4,108.3,34.3,23,14H 32M 0S,6.44,25.5,96.7,16H 3M 0S,6.15,25.5,92.6,198,34.3,22.9,6.788963055,92,91,800.000000000001,290,1.0185,8.85652173913044,531.391304347826,3.24576923076923,194.746153846154,25.6724657922723,-6.65289130434769,505.718838555554,201.399045150502,707.117883706056,13.19037231,38.3399972851528,15.2686399153279,53.6086372004806
"159","Spi-A-1","9","12",2021-04-01,"B10","Ssp","off-species","soft coral","Spi","A","1",12H 25M 0S,6.57,25.4,99,13H 56M 0S,7.17,25.4,108.1,34.6,23.3,14H 24M 0S,6.54,25.5,98.8,15H 55M 0S,6.13,25.5,92.8,195,34.4,23.5,7.024242937,91,91,600,410,1.02596,6.76457142857142,405.874285714285,4.62245714285714,277.347428571429,-22.9680399719493,6.65210869565203,428.842325686235,270.695319875777,699.537645562011,13.19037231,32.5117680993066,20.5221894813807,53.0339575806872
"160","Spi-A-1","12","14",2021-04-03,"C4","Csp","off-species","macroalgae","Spi","A","1",12H 32M 0S,6.64,25.8,100.1,14H 2M 0S,7.25,25.8,109.5,34.4,23.3,14H 33M 0S,6.5,25.1,97.2,16H 3M 0S,6.13,25.6,92.5,196,34.2,23.3,8.117810474,90,90,610,370,1.01679,6.89157666666667,413.4946,4.18013666666667,250.8082,34.0068666666668,6.80073333333319,379.487733333333,244.007466666667,623.4952,13.19037231,28.7700547349701,18.4989066974006,47.2689614323707
"161","Spi-A-1","6","1",2021-03-19,"B4","Amu","off-species","stony coral","Spi","A","1",12H 12M 0S,6.78,24.9,101.1,13H 42M 0S,7.53,25.8,114.3,34.3,23.6,14H 55M 0S,6.51,25.5,98,16H 25M 0S,6.11,25.5,91.8,200,34.5,23.5,6.878144835,90,90,750,399.999999999999,1.02353,8.52941666666667,511.765,4.54902222222222,272.941333333333,57.1763406593409,36.4522611008327,454.588659340659,236.4890722325,691.077731573159,13.19037231,34.4636715823421,17.9289156268327,52.3925872091748
"162","Spi-A-1","3","6",2021-03-25,"A11","Hcn","off-species","sponge","Spi","A","1",12H 22M 0S,6.55,25.8,99.2,13H 54M 0S,7.46,25.6,112.6,34.2,23.5,14H 23M 0S,6.6,25.4,99.5,15H 54M 0S,6.21,5.2,93.5,200,34.4,23.6,7.051835362,92,91,910,390,1.02549,10.1434336956522,608.606021739131,4.39495714285714,263.697428571428,19.961804347826,6.6886658485275,588.644217391305,257.008762722901,845.652980114206,13.19037231,44.6268083687855,19.4845722836841,64.1113806524697
"163","Spi-A-1","10","10",2021-03-30,"B11","Mdi","off-species","stony coral","Spi","A","1",12H 30M 0S,6.66,25.2,98.8,14H 0M 0S,7.45,25.4,110.7,23.4,23.2,14H 31M 0S,6.6,25.4,98.8,16H 3M 0S,6.25,25.4,92.9,195,34.4,23.3,7.004665894,90,92,790,350,1.01669,8.92427888888889,535.456733333333,3.86784239130434,232.070543478261,10.2013000000001,26.6143043478261,525.255433333333,205.456239130435,730.711672463768,13.19037231,39.8211226331437,15.5762274408791,55.3973500740229
"164","Spi-A-1","8","7",2021-03-27,"B9","Spi","within-species","stony coral","Spi","A","1",12H 26M 0S,7.06,25.5,106.4,13H 56M 0S,7.63,24.1,112.3,34.3,23.1,14H 32M 0S,6.4,26.9,98.4,15H 52M 0S,6.08,25.2,90.8,202,34.4,23.1,6.579251631,90,80,570,320,1.02544,6.49445333333334,389.6672,4.10176,246.1056,-13.622933333333,-38.7994936708859,403.290133333333,284.905093670886,688.195227004219,13.19037231,30.5745830258019,21.5994732351028,52.1740562609047
"165","Spi-A-2","7","5",2021-03-24,"B7","Csp","off-species","macroalgae","Spi","A","2",12H 26M 0S,6.81,25.3,102,13H 58M 0S,7.49,26,113.6,34.1,23.5,14H 30M 0S,6.58,25.8,99.3,16H 1M 0S,6.18,25.7,93.4,199,34.2,23.3,6.989082655,92,91,680.000000000001,400,1.023,7.56130434782609,453.678260869566,4.4967032967033,269.802197802198,2.5889306636152,-6.30129949121199,451.08933020595,276.10349729341,727.19282749936,20.57053711,21.9289038392032,13.4222794386437,35.3511832778469
"166","Spi-A-2","1","8",2021-03-28,"A6","Spi","within-species","stony coral","Spi","A","2",12H 8M 0S,6.92,25.3,103.1,13H 40M 0S,7.71,25.5,115.4,34.6,23.3,14H 10M 0S,6.4,26,96.2,15H 42M 0S,6.1,25.3,90.7,199,34.7,23.1,6.950426225,92,92,790,300.000000000001,1.02096,8.76693913043478,526.016347826087,3.32921739130436,199.753043478261,-33.2703260869564,61.2173999999999,559.286673913043,138.535643478261,697.822317391305,20.57053711,27.1887248700549,6.73466340414198,33.9233882741968
"167","Spi-A-2","7","2",2021-03-20,"B7","Mdi","off-species","stony coral","Spi","A","2",12H 26M 0S,6.76,25.5,100.8,13H 59M 0S,7.32,25.8,109.9,34.3,23.2,14H 29M 0S,6.69,25.2,99.8,16H 0M 0S,6.33,25.5,94.9,199,34.3,23.2,6.989082655,93,91,560,360,1.023,6.16,369.6,4.04703296703297,242.821978021978,43.396084687052,26.5777471949509,326.203915312948,216.244230827027,542.448146139976,20.57053711,15.857821969771,10.5123278828682,26.3701498526392
"168","Spi-A-2","8","9",2021-03-29,"B9","Amu","off-species","stony coral","Spi","A","2",12H 26M 0S,6.76,25.2,100.6,13H 56M 0S,7.31,25.4,108.9,34.4,23.6,14H 33M 0S,6.66,25.3,99.3,16H 3M 0S,6.31,25.4,94.1,202,34.2,23.6,6.579251631,90,90,550,350.000000000001,1.02544,6.26657777777778,375.994666666667,3.98782222222223,239.269333333334,10.2386732600733,9.87377419354847,365.755993406593,229.395559139785,595.151552546379,20.57053711,17.7805757550583,11.1516562699896,28.9322320250479
"169","Spi-A-2","2","16",2021-04-05,"A7","Hsp","off-species","macroalgae","Spi","A","2",12H 10M 0S,6.73,25.2,102.3,13H 40M 0S,7.33,25.8,112.2,34.2,22.9,14H 10M 0S,6.54,25.5,99.6,15H 40M 0S,6.19,25.7,94.6,195,34.2,23.3,6.874382174,90,90,600,350,1.02281,6.81873333333333,409.124,3.97759444444444,238.655666666666,23.8043666666668,37.4078333333331,385.319633333333,201.247833333333,586.567466666666,20.57053711,18.731627243025,9.7833047458688,28.5149319888938
"170","Spi-A-2","1","15",2021-04-04,"A6","Hcn","off-species","sponge","Spi","A","2",12H 26M 0S,6.42,25.6,98.5,13H 56M 0S,7.11,25.7,109.2,34.4,23.5,14H 30M 0S,6.48,25.9,99.8,16H 1M 0S,6.18,25.5,94.3,199,34.2,23.7,6.950426225,90,91,690,300.000000000001,1.02096,7.82736,469.6416,3.36580219780221,201.948131868132,27.2049333333334,16.96586007326,442.436666666667,184.982271794872,627.418938461539,20.57053711,21.5082700223508,8.99258346078608,30.5008534831368
"171","Spi-A-2","7","4",2021-03-22,"B7","Ssp","off-species","soft coral","Spi","A","2",12H 21M 0S,6.8,24.6,100.4,13H 51M 0S,7.39,25.9,112.1,34.2,23.1,14H 28M 0S,6.61,25.3,99,15H 58M 0S,6.22,25.6,93.8,199,34.4,23.1,6.989082655,90,90,590,390.000000000001,1.023,6.70633333333333,402.38,4.43300000000001,265.98,51.0097000000001,64.6107666666668,351.3703,201.369233333334,552.739533333333,20.57053711,17.081240908833,9.78920639050506,26.8704472993381
