run;date;jar_nr;position;cond_organism;incubation;genus;fragment_ID;species;colony;col_frag;time_start_L;oxygen_start_L;temp_start_L;saturation_start_L;time_stop_L;oxygen_stop_L;temp_stop_L;saturation_stop_L;salinity_cond_L;temp_cond_L;time_start_D;oxygen_start_D;temp_start_D;saturation_start_D;time_stop_D;oxygen_stop_D;temp_stop_D;saturation_stop_D;light_intensity_L;salinity_cond_D;temp_cond_D;flow_velocity
1;19.03.2021;contr_A;A5;Amu;off-species;stony coral;contr_A;con;no;no;11:59;6,89;24,7;102,3;13:30;6,94;25,2;104,1;34,3;23,6;14:42;6,5;25,9;98,5;16:16;6,48;25,3;97,1;202;34,5;23,5;7,36598512
1;19.03.2021;contr_B;C7;Amu;off-species;stony coral;contr_B;con;no;no;12:27;6,71;25,3;100,5;13:58;6,83;25,8;104,6;34,3;23,6;15:09;6,61;24,9;98,2;16:41;6,52;25,5;97,9;201;34,5;23,5;6,996865598
1;19.03.2021;8;B9;Amu;off-species;stony coral;Pru-A-1;Pru;A;1;12:17;6,77;24,7;100,6;13:48;7,44;25,8;112,3;34,3;23,6;14:59;6,5;25,4;98;16:29;6,2;25,5;93,3;202;34,5;23,5;6,579251631
1;19.03.2021;11;B12;Amu;off-species;stony coral;Pru-C-1;Pru;C;1;12:23;6,72;24,9;100,4;13:54;7,28;25,8;110,2;34,3;23,6;15:05;6,59;25,1;98,4;16:35;6,19;25,5;93,1;198;34,5;23,5;6,788963055
1;19.03.2021;2;A7;Amu;off-species;stony coral;Pru-D-1;Pru;D;1;12:03;6,85;24,6;101,7;13:34;7,28;25,8;110,9;34,3;23,6;14:46;6,52;25,8;98,7;16:20;6,22;25,5;93,5;195;34,5;23,5;6,874382174
1;19.03.2021;5;B2;Amu;off-species;stony coral;Pru-E-1;Pru;E;1;12:10;6,79;24,8;100,9;13:40;7,4;25,8;112,2;34,3;23,6;14:53;6,54;25,6;98,7;16:23;6,13;25,5;92,8;197;34,5;23,5;6,897020096
1;19.03.2021;4;A12;Amu;off-species;stony coral;Pve-A-1;Pve;A;1;12:08;6,8;24,7;101,1;13:38;7,26;25,8;109,7;34,3;23,6;14:50;6,53;25,7;98,6;16:22;6,2;25,5;93,3;198;34,5;23,5;7,370305346
1;19.03.2021;10;B11;Amu;off-species;stony coral;Pve-B-1;Pve;B;1;12:21;6,73;24,7;100;13:51;7,11;25,8;107,6;34,3;23,6;15:03;6,55;25,2;98,3;16:33;6,21;25,5;93,7;195;34,5;23,5;7,004665894
1;19.03.2021;1;A6;Amu;off-species;stony coral;Pve-C-1;Pve;C;1;12:01;6,89;24,6;102,1;13:32;7,17;25,7;108,3;34,3;23,6;14:44;6,5;25,9;98,6;16:18;6,3;25,5;95,4;199;34,5;23,5;6,950426225
1;19.03.2021;7;B7;Amu;off-species;stony coral;Pve-F-1;Pve;F;1;12:14;6,78;24,8;100,6;13:45;7,51;25,8;113,5;34,3;23,6;14:57;6,51;25,5;97,7;16:27;6,15;25,5;92,7;199;34,5;23,5;6,989082655
1;19.03.2021;6;B4;Amu;off-species;stony coral;Spi-A-1;Spi;A;1;12:12;6,78;24,9;101,1;13:42;7,53;25,8;114,3;34,3;23,6;14:55;6,51;25,5;98;16:25;6,11;25,5;91,8;200;34,5;23,5;6,878144835
1;19.03.2021;9;B10;Amu;off-species;stony coral;Spi-B-1;Spi;B;1;12:19;6,73;24,7;100;13:49;7,18;25,8;109,2;34,3;23,6;15:01;6,56;25,3;98,4;16:31;6,19;25,6;93,3;195;34,5;23,5;7,024242937
1;19.03.2021;12;C4;Amu;off-species;stony coral;Spi-C-1;Spi;C;1;12:25;6,7;25,5;100,4;13:56;7,17;25,8;108,6;34,3;23,6;15:07;6,59;25;98,4;16:37;6,22;25,5;93,9;196;34,5;23,5;8,117810474
1;19.03.2021;3;A11;Amu;off-species;stony coral;Spi-D-1;Spi;D;1;12:05;6,83;24,7;101,4;13:36;7,26;25,8;109,9;34,3;23,6;14:48;6,51;25,8;98,5;16:21;6,22;25,5;93,6;200;34,5;23,5;7,051835362
2;20.03.2021;contr_A;A5;Mdi;off-species;stony coral;contr_A;con;no;no;12:11;6,82;25,5;102,1;13:43;6,91;25,4;102,9;34,3;23,2;14:14;6,59;25,4;98,3;15:47;6,58;25;98;202;34,3;23,2;7,36598512
2;20.03.2021;contr_B;C7;Mdi;off-species;stony coral;contr_B;con;no;no;12:39;6,71;25,3;99,9;14:10;6,75;25,7;101,1;34,3;23,2;14:41;6,65;24,8;98,5;16:13;6,58;25,4;98,7;201;34,3;23,2;6,996865598
2;20.03.2021;12;C4;Mdi;off-species;stony coral;Pru-A-2;Pru;A;2;12:37;6,69;25,5;110,2;14:08;7,31;25,8;109,7;34,3;23,2;14:40;6,65;24,9;98,9;16:11;6,28;25,5;94,3;196;34,3;23,2;8,117810474
2;20.03.2021;9;B10;Mdi;off-species;stony coral;Pru-C-2;Pru;C;2;12:30;6,71;25,2;100,2;14:02;7,35;25,8;110,7;34,3;23,2;14:33;6,66;25,1;99,2;16:04;6,31;25,6;94,4;195;34,3;23,2;7,024242937
2;20.03.2021;6;B4;Mdi;off-species;stony coral;Pru-D-2;Pru;D;2;12:24;6,75;25,5;100,7;13:56;7,2;25,8;108,4;34,3;23,2;14:28;6,65;25,3;98,3;15:59;6,33;25,6;95,1;200;34,3;23,2;6,878144835
2;20.03.2021;2;A7;Mdi;off-species;stony coral;Pru-E-2;Pru;E;2;12:15;6,81;25,4;101,6;13:47;7,48;25,7;112,3;34,3;23,2;14:19;6,6;25,54;98,5;15:51;6,12;25,3;91,8;195;34,3;23,2;6,874382174
2;20.03.2021;11;B12;Mdi;off-species;stony coral;Pve-A-2;Pve;A;2;12:35;6,66;25,5;100;14:06;7,19;25,9;108,5;34,3;23,2;14:38;6,66;25;98,8;16:09;6,31;25,5;94,7;198;34,3;23,2;6,788963055
2;20.03.2021;5;B2;Mdi;off-species;stony coral;Pve-B-2;Pve;B;2;12:22;6,74;25,5;100,7;13:54;7,12;25,8;106,9;34,3;23,2;14:26;6,63;25,3;98,8;15:57;6,3;25,5;94,7;197;34,3;23,2;6,897020096
2;20.03.2021;1;A6;Mdi;off-species;stony coral;Pve-C-2;Pve;C;2;12:13;6,84;25,5;102,1;13:45;7,33;25,5;109,8;34,3;23,2;14:16;6,59;25,54;98,6;15:49;6,25;25,3;93,3;199;34,3;23,2;6,950426225
2;20.03.2021;8;B9;Mdi;off-species;stony coral;Pve-F-2;Pve;F;2;12:28;6,75;25,2;100,7;14:01;7,31;25,9;110,2;34,3;23,2;14:31;6,7;25,1;99,7;16:02;6,32;25,5;94,4;202;34,3;23,2;6,579251631
2;20.03.2021;7;B7;Mdi;off-species;stony coral;Spi-A-2;Spi;A;2;12:26;6,76;25,5;100,8;13:59;7,32;25,8;109,9;34,3;23,2;14:29;6,69;25,2;99,8;16:00;6,33;25,5;94,9;199;34,3;23,2;6,989082655
2;20.03.2021;10;B11;Mdi;off-species;stony coral;Spi-B-2;Spi;B;2;12:33;6,69;25,3;99,8;14:05;7,19;25,9;107,9;34,3;23,2;14:35;6,66;25;99;16:06;6,31;25,6;94,8;195;34,3;23,2;7,004665894
2;20.03.2021;3;A11;Mdi;off-species;stony coral;Spi-C-2;Spi;C;2;12:18;6,79;25,4;101,3;13:49;7,18;25,6;108,4;34,3;23,2;14:21;6,6;25,54;98,8;15:53;6,23;25,3;93,1;200;34,3;23,2;7,051835362
2;20.03.2021;4;A12;Mdi;off-species;stony coral;Spi-D-2;Spi;D;2;12:19;6,76;25,4;101;13:52;7,1;25,8;106,5;34,3;23,2;14:23;6,61;25,3;98,8;15:54;6,3;25,3;94,2;198;34,3;23,2;7,370305346
3;21.03.2021;contr_A;A5;Xsp;off-species;soft coral;contr_A;con;no;no;12:09;7,17;25,8;109;13:39;7,12;25,3;107,6;34,3;23,3;14:10;6,5;25,9;98,9;15:40;6,58;25,1;98,5;202;34,3;23,3;7,36598512
3;21.03.2021;contr_B;C7;Xsp;off-species;soft coral;contr_B;con;no;no;12:36;6,86;25,5;103,8;14:06;6,97;25,8;105,2;34,3;23,3;14:36;6,56;25,3;99;16:06;6,46;25,5;97,5;201;34,3;23,3;6,996865598
3;21.03.2021;4;A12;Xsp;off-species;soft coral;Pru-A-1;Pru;A;1;12:17;7,06;25,7;106,5;13:47;7,57;25,6;114,6;34,3;23,3;14:18;6,52;25,7;98,7;15:48;6,19;25,3;93,3;198;34,3;23,3;7,370305346
3;21.03.2021;10;B11;Xsp;off-species;soft coral;Pru-C-1;Pru;C;1;12:29;6,92;25,2;104;13:59;7,57;25,9;115,1;34,3;23,3;14:30;6,59;25,4;99,4;16:00;6,2;25,6;93,4;195;34,3;23,3;7,004665894
3;21.03.2021;7;B7;Xsp;off-species;soft coral;Pru-D-1;Pru;D;1;12:23;6,37;25,4;105,1;13:53;7,51;25,9;114;34,3;23,3;14:24;6,63;25,6;100,2;15:54;6,22;25,6;94;199;34,3;23,3;6,989082655
3;21.03.2021;1;A6;Xsp;off-species;soft coral;Pru-E-1;Pru;E;1;12:11;7,13;25,8;108,4;13:41;7,5;25,5;113,7;34,3;23,3;14:12;6,5;25,9;98,9;15:42;6,29;25,3;94,6;199;34,3;23,3;6,950426225
3;21.03.2021;12;C4;Xsp;off-species;soft coral;Pve-A-1;Pve;A;1;12:33;6,63;25;103,8;14:03;7,64;25,8;115,8;34,3;23,3;14:34;6,57;25,3;98,9;16:04;6,16;25,5;93;196;34,3;23,3;8,117810474
3;21.03.2021;3;A11;Xsp;off-species;soft coral;Pve-B-1;Pve;B;1;12:16;7,07;25,7;107,2;13:45;7,46;25,6;112,9;34,3;23,3;14:16;6,52;25,8;99;15:46;6,21;25,3;93,5;200;34,3;23,3;7,051835362
3;21.03.2021;6;B4;Xsp;off-species;soft coral;Pve-C-1;Pve;C;1;12:21;6,37;25,6;105,3;13:51;7,46;25,9;113,6;34,3;23,3;14:22;6,57;25,7;99,5;15:52;6,21;25,6;93,6;200;34,3;23,3;6,878144835
3;21.03.2021;9;B10;Xsp;off-species;soft coral;Pve-F-1;Pve;F;1;12:27;6,93;25,3;104,2;13:57;7,43;25,9;113,2;34,3;23,3;14:28;6,64;25,4;99,8;15:58;6,26;25,6;94,9;195;34,3;23,3;7,024242937
3;21.03.2021;11;B12;Xsp;off-species;soft coral;Spi-A-1;Spi;A;1;12:31;6,93;25,1;103,9;14:01;7,63;25,9;116,3;34,3;23,3;14:32;6,57;25,4;99;16:02;6,14;25,5;92,8;198;34,3;23,3;6,788963055
3;21.03.2021;5;B2;Xsp;off-species;soft coral;Spi-B-1;Spi;B;1;12:19;7;25,6;105,7;13:49;7,45;25,8;112,7;34,3;23,3;14:20;6,52;25,7;99;15:50;6,2;25,6;93,8;197;34,3;23,3;6,897020096
3;21.03.2021;2;A7;Xsp;off-species;soft coral;Spi-C-1;Spi;C;1;12:13;7,11;25,8;108,1;13:43;7,5;25,6;113,7;34,3;23,3;14:14;6,5;25,9;98,9;15:44;6,26;25,3;94,4;195;34,3;23,3;6,874382174
3;21.03.2021;8;B9;Xsp;off-species;soft coral;Spi-D-1;Spi;D;1;12:25;6,96;25,4;104,8;13:55;7,44;25,9;113;34,3;23,3;14:26;6,62;25,5;99,9;15:56;6,27;25,5;94,9;202;34,3;23,3;6,579251631
4;22.03.2021;contr_A;A5;Ssp;off-species;soft coral;contr_A;con;no;no;12:06;6,88;24,4;101,5;13:36;6,91;25,4;103,5;34,2;23,1;14:11;6,62;25,5;99,6;15:42;6,62;25;98,8;202;34,4;23,1;7,36598512
4;22.03.2021;contr_B;C7;Ssp;off-species;soft coral;contr_B;con;no;no;12:36;6,71;24,8;100;14:06;6,83;25,8;102,7;34,2;23,1;14:43;6,62;24,8;98,8;16:13;6,43;25,5;96,7;201;34,4;23,1;6,996865598
4;22.03.2021;11;B12;Ssp;off-species;soft coral;Pru-A-2;Pru;A;2;12:31;6,74;24,7;9,8;14:01;7,24;25,9;109,6;34,2;23,1;14:38;6,61;24,9;98,7;16:08;6,3;25,5;94,5;198;34,4;23,1;6,788963055
4;22.03.2021;2;A7;Ssp;off-species;soft coral;Pru-C-2;Pru;C;2;12:10;6,86;24,5;101,5;13:40;7,57;25,5;113,7;34,2;23,1;14:16;6,6;25,5;99,1;15:46;6,3;25,2;93,7;195;34,4;23,1;6,874382174
4;22.03.2021;8;B9;Ssp;off-species;soft coral;Pru-D-2;Pru;D;2;12:24;6,78;24,6;100,4;13:54;7,35;25,9;111,4;34,2;23,1;14:30;6,61;25,2;99;16:00;6,27;25,5;94,4;202;34,4;23,1;6,579251631
4;22.03.2021;5;B2;Ssp;off-species;soft coral;Pru-E-2;Pru;E;2;12:17;6,84;24,5;100,9;13:47;7,51;25,8;113,9;34,2;23,1;14:23;6,6;25,3;99;15:53;6,17;25,6;92,8;197;34,4;23,1;6,897020096
4;22.03.2021;6;B4;Ssp;off-species;soft coral;Pve-A-2;Pve;A;2;12:19;6,84;24,5;100,9;13:49;7,48;25,9;113;34,2;23,1;14:25;6,6;25,3;99,1;15:55;6,17;25,6;93,1;200;34,4;23,1;6,878144835
4;22.03.2021;9;B10;Ssp;off-species;soft coral;Pve-B-2;Pve;B;2;12:26;6,76;24,7;100,2;13:56;7,19;25,9;108,7;34,2;23,1;14:33;6,61;25,1;98,7;16:03;6,31;25,6;95,2;195;34,4;23,1;7,024242937
4;22.03.2021;3;A11;Ssp;off-species;soft coral;Pve-C-2;Pve;C;2;12:12;6,85;24,5;101,2;13:42;7,48;25,5;112,5;34,2;23,1;14:18;6,6;25,4;99,4;15:48;6,26;25,2;93,5;200;34,4;23,1;7,051835362
4;22.03.2021;12;C4;Ssp;off-species;soft coral;Pve-F-2;Pve;F;2;12:34;6,74;24,8;99,7;14:04;7,25;25,8;109,3;34,2;23,1;14:41;6,61;24,9;98,5;16:11;6,24;25,5;94;196;34,4;23,1;8,117810474
4;22.03.2021;7;B7;Ssp;off-species;soft coral;Spi-A-2;Spi;A;2;12:21;6,8;24,6;100,4;13:51;7,39;25,9;112,1;34,2;23,1;14:28;6,61;25,3;99;15:58;6,22;25,6;93,8;199;34,4;23,1;6,989082655
4;22.03.2021;4;A12;Ssp;off-species;soft coral;Spi-B-2;Spi;B;2;12:14;6,85;24,5;101,2;13:44;7,29;25,5;109,4;34,2;23,1;14:20;6,6;25,4;99,1;15:50;6,27;25,2;92,5;198;34,4;23,1;7,370305346
4;22.03.2021;10;B11;Ssp;off-species;soft coral;Spi-C-2;Spi;C;2;12:28;6,74;24,7;99,9;13:58;7,08;25,9;106,8;34,2;23,1;14:35;6,61;24,9;99,1;16:05;6,35;25,6;95,6;195;34,4;23,1;7,004665894
4;22.03.2021;1;A6;Ssp;off-species;soft coral;Spi-D-2;Spi;D;2;12:08;6,87;24,5;101,5;13:38;7,19;25,5;108,5;34,2;23,1;14:13;6,6;25,5;99,1;15:44;6,5;25,2;97;199;34,4;23,1;6,950426225
5;24.03.2021;contr_A;A5;Csp;off-species;macroalgae;contr_A;con;no;no;12:11;6,99;25,4;104,8;13:43;6,93;25,3;103,8;34,1;23,5;14:16;6,56;25,9;99,3;15:50;6,61;25,1;98,6;202;34,2;23,3;7,36598512
5;24.03.2021;contr_B;C7;Csp;off-species;macroalgae;contr_B;con;no;no;12:39;6,74;25,5;101,5;14:14;6,81;25,8;102,6;34,1;23,5;14:44;6,54;25,3;98,2;16:16;6,51;25,5;98,1;201;34,2;23,3;6,996865598
5;24.03.2021;6;B4;Csp;off-species;macroalgae;Pru-A-2;Pru;A;2;12:24;6,83;25,4;102,4;13:56;7,45;26;112,9;34,1;23,5;14:28;6,58;25,8;99,5;15:59;6,2;25,7;93,6;200;34,2;23,3;6,878144835
5;24.03.2021;12;C4;Csp;off-species;macroalgae;Pru-C-2;Pru;C;2;12:37;6,77;25,5;101,6;14:10;7,42;25,9;112,1;34,1;23,5;14:42;6,56;25,4;98,6;16:13;6,18;25,5;93,1;196;34,2;23,3;8,117810474
5;24.03.2021;3;A11;Csp;off-species;macroalgae;Pru-D-2;Pru;D;2;12:18;6,93;25,4;103,8;13:50;7,46;25,4;111,5;34,1;23,5;14:22;6,56;25,9;99,3;15:54;6,26;25,2;93,9;200;34,2;23,3;7,051835362
5;24.03.2021;9;B10;Csp;off-species;macroalgae;Pru-E-2;Pru;E;2;12:31;6,8;25,3;101,8;14:03;7,59;26;115;34,1;23,5;14:34;6,56;25,6;98,9;16:05;6,07;25,7;91,3;195;34,2;23,3;7,024242937
5;24.03.2021;8;B9;Csp;off-species;macroalgae;Pve-A-2;Pve;A;2;12:29;6,83;25,2;101,9;14:00;7,44;26;112,6;34,1;23,5;14:32;6,56;25,7;99,2;16:03;6,19;25,6;93,4;202;34,2;23,3;6,579251631
5;24.03.2021;11;B12;Csp;off-species;macroalgae;Pve-B-2;Pve;B;2;12:35;6,76;25,5;101,9;14:07;7,16;25,9;108,5;34,1;23,5;14:39;6,56;25,5;98,7;16:10;6,26;25,7;94,6;198;34,2;23,3;6,788963055
5;24.03.2021;5;B2;Csp;off-species;macroalgae;Pve-C-2;Pve;C;2;12:22;6,85;25,4;102,9;13:54;7,36;25,9;111,4;34,1;23,5;14:26;6,58;25,8;99,5;15:57;6,24;25,7;94,2;197;34,2;23,3;6,897020096
5;24.03.2021;2;A7;Csp;off-species;macroalgae;Pve-F-2;Pve;F;2;12:16;6,95;25,4;104,2;13:47;7,57;25,4;113,3;34,1;23,5;14:20;6,56;25,9;99,3;15:53;6,26;25,2;93,7;195;34,2;23,3;6,874382174
5;24.03.2021;7;B7;Csp;off-species;macroalgae;Spi-A-2;Spi;A;2;12:26;6,81;25,3;102;13:58;7,49;26;113,6;34,1;23,5;14:30;6,58;25,8;99,3;16:01;6,18;25,7;93,4;199;34,2;23,3;6,989082655
5;24.03.2021;4;A12;Csp;off-species;macroalgae;Spi-B-2;Spi;B;2;12:20;6,89;25,5;103,2;13:52;7,32;25,4;1102;34,1;23,5;14:24;6,56;25,9;99,3;15:55;6,29;25,2;94,4;198;34,2;23,3;7,370305346
5;24.03.2021;10;B11;Csp;off-species;macroalgae;Spi-C-2;Spi;C;2;12:33;6,8;25,3;101,8;14:06;7,22;25,9;109,5;34,1;23,5;14:37;6,56;25,6;98,8;16:08;6,2;25,6;93,4;195;34,2;23,3;7,004665894
5;24.03.2021;1;A6;Csp;off-species;macroalgae;Spi-D-2;Spi;D;2;12:13;6,97;25,4;104,5;13:45;7,34;25,4;110,5;34,1;23,5;14:18;6,56;25,9;99,4;15:51;6,38;25,2;95,9;199;34,2;23,3;6,950426225
6;25.03.2021;contr_A;A5;Hcn;off-species;sponge;contr_A;con;no;no;12:16;6,55;25,8;99,2;13:48;6,6;25,4;99,2;34,2;23,5;14:16;6,59;25,5;99,4;15:49;6,6;25,1;98,7;202;34,4;23,6;7,36598512
6;25.03.2021;contr_B;C7;Hcn;off-species;sponge;contr_B;con;no;no;12:42;6,54;25;97,8;14:14;6,55;25,8;99,5;34,2;23,5;14:44;6,62;25;98,8;16:16;6,59;25,5;99,5;201;34,4;23,6;6,996865598
6;25.03.2021;7;B7;Hcn;off-species;sponge;Pru-A-1;Pru;A;1;12:30;6,55;25,7;99;14:02;7,3;26;111,2;34,2;23,5;14:31;6,61;25,3;99,4;16:03;6,26;25,6;94,6;199;34,4;23,6;6,989082655
