run;date;jar_nr;position;cond_organism;incubation;genus;fragment_ID;species;colony;col_frag;time_start_L;oxygen_start_L;temp_start_L;saturation_start_L;time_stop_L;oxygen_stop_L;temp_stop_L;saturation_stop_L;salinity_cond_L;temp_cond_L;time_start_D;oxygen_start_D;temp_start_D;saturation_start_D;time_stop_D;oxygen_stop_D;temp_stop_D;saturation_stop_D;light_intensity_L;salinity_cond_D;temp_cond_D;flow_velocity
11;31.03.2021;9;B10;Xsp;off-species;soft coral;Pve-B-2;Pve;B;2;12:25;6,69;25,3;100,2;13:57;7,15;25,4;107,4;34,6;23,3;14:26;6,57;25,4;98,6;15:58;6,21;25,5;93,1;195;34,4;23,5;7,024242937
11;31.03.2021;6;B4;Xsp;off-species;soft coral;Pve-C-2;Pve;C;2;12:19;6,76;25,6;101,6;13:51;7,53;25,4;113;34,6;23,3;14:20;6,57;25,6;99;15:51;6,26;25,5;94,24;200;34,4;23,5;6,878144835
11;31.03.2021;3;A11;Xsp;off-species;soft coral;Pve-F-2;Pve;F;2;12:13;6,83;25,8;103,1;13:45;7,51;25,6;113;34,6;23,3;14:14;6,55;25,6;98,8;15:47;6,19;25,4;93,1;200;34,4;23,5;7,051835362
11;31.03.2021;10;B11;Xsp;off-species;soft coral;Spi-A-2;Spi;A;2;12:27;6,72;25,1;100,3;13:59;7,11;25,5;106,8;34,6;23,3;14:28;6,56;25,4;98,6;15:59;6,21;25,5;93,5;195;34,4;23,5;7,004665894
11;31.03.2021;7;B7;Xsp;off-species;soft coral;Spi-B-2;Spi;B;2;12:21;6,76;25,4;101,4;13:53;7,16;25,4;107,3;34,6;23,3;14:22;6,57;25,5;98,8;15:53;6,28;25,5;94,6;199;34,4;23,5;6,989082655
11;31.03.2021;1;A6;Xsp;off-species;soft coral;Spi-C-2;Spi;C;2;12:09;6,9;25,7;104,2;13:41;7,17;25,5;107,7;34,6;23,3;14:09;6,55;25,7;98,7;15:45;6,35;25,3;95,2;199;34,4;23,5;6,950426225
11;31.03.2021;4;A12;Xsp;off-species;soft coral;Spi-D-2;Spi;D;2;12:15;6,8;25,7;102,5;13:46;7,2;25,6;108,7;34,6;23,3;14:16;6,57;25,6;99,2;15:48;6,26;25,4;93,9;198;34,4;23,5;7,370305346
12;01.04.2021;contr_A;A5;Ssp;off-species;soft coral;contr_A;con;no;no;12:06;6,7;26;101,8;13:39;6,61;25,5;99,5;34,6;23,3;14:06;6,54;25,7;99;15:38;6,57;25,3;99;202;34,4;23,5;7,36598512
12;01.04.2021;contr_B;C7;Ssp;off-species;soft coral;contr_B;con;no;no;12:33;6,56;24,9;98,1;14:05;6,58;25,9;100,2;34,6;23,3;14:32;6,54;25,3;98,6;16:04;6,49;25,7;98,5;201;34,4;23,5;6,996865598
12;01.04.2021;4;A12;Ssp;off-species;soft coral;Pru-A-1;Pru;A;1;12:14;6,63;25,8;100,3;13:45;7,42;25,6;112,5;34,6;23,3;14:14;6,53;25,7;98,9;15:45;6,2;25,4;93,4;198;34,4;23,5;7,370305346
12;01.04.2021;10;B11;Ssp;off-species;soft coral;Pru-C-1;Pru;C;1;12:27;6,56;25,3;98,7;13:58;7,46;25,4;112,7;34,6;23,3;14:26;6,54;25,5;99;15:57;6,08;25,5;92,2;195;34,4;23,5;7,004665894
12;01.04.2021;1;A6;Ssp;off-species;soft coral;Pru-D-1;Pru;D;1;12:08;6,67;25,9;101,4;13:41;7,33;25,5;110,3;34,6;23,3;14:08;6,52;25,7;99;15:40;6,25;25,4;94,6;199;34,4;23,5;6,950426225
12;01.04.2021;7;B7;Ssp;off-species;soft coral;Pru-E-1;Pru;E;1;12:20;6,6;25,6;99,8;13:51;7,21;25,4;108,4;34,6;23,3;14:20;6,54;25,6;99;15:51;6,16;25,5;93;199;34,4;23,5;6,989082655
12;01.04.2021;2;A7;Ssp;off-species;soft coral;Pve-A-1;Pve;A;1;12:11;6,65;25,9;100,4;13:42;7,36;25,6;111,5;34,6;23,3;14:10;6,52;25,7;99;15:41;6,23;25,4;92,4;195;34,4;23,5;6,874382174
12;01.04.2021;5;B2;Ssp;off-species;soft coral;Pve-B-1;Pve;B;1;12:16;6,61;25,7;100,3;13:48;7,11;25,4;107,6;34,6;23,3;14:16;6,54;25,7;99,2;15:47;6,18;25,5;93,5;197;34,4;23,5;6,897020096
12;01.04.2021;8;B9;Ssp;off-species;soft coral;Pve-C-1;Pve;C;1;12:23;6,59;25,5;99,4;13:54;7,17;25,4;108,2;34,6;23,3;14:22;6,53;25,6;98,8;15:53;6,18;25,5;93,6;202;34,4;23,5;6,579251631
12;01.04.2021;11;B12;Ssp;off-species;soft coral;Pve-F-1;Pve;F;1;12:29;6,56;25,2;98,5;14:01;6,95;25,4;105,2;34,6;23,3;14:28;6,55;25,4;99;15:59;6,18;25,5;93,4;198;34,4;23,5;6,788963055
12;01.04.2021;9;B10;Ssp;off-species;soft coral;Spi-A-1;Spi;A;1;12:25;6,57;25,4;99;13:56;7,17;25,4;108,1;34,6;23,3;14:24;6,54;25,5;98,8;15:55;6,13;25,5;92,8;195;34,4;23,5;7,024242937
12;01.04.2021;12;C4;Ssp;off-species;soft coral;Spi-B-1;Spi;B;1;12:31;6,55;25,2;98,3;14:03;6,85;25,9;104;34,6;23,3;14:30;6,54;25,4;98,8;16:01;6,23;25,7;94,3;196;34,4;23,5;8,117810474
12;01.04.2021;6;B4;Ssp;off-species;soft coral;Spi-C-1;Spi;C;1;12:18;6,6;25,7;99,9;13:50;6,9;25,4;103,6;34,6;23,3;14:18;6,55;25,6;99,2;15:49;6,3;25,5;95,6;200;34,4;23,5;6,878144835
12;01.04.2021;3;A11;Ssp;off-species;soft coral;Spi-D-1;Spi;D;1;12:12;6,64;25,8;100,8;13:44;7,19;25,6;109,2;34,6;23,3;14:12;6,53;25,7;99,1;15:43;6,24;25,4;93,9;200;34,4;23,5;7,051835362
13;02.04.2021;contr_A;A5;Hsp;off-species;macroalgae;contr_A;con;no;no;12:08;6,77;25,5;101,6;13:39;6,68;25,4;100,3;34,3;23;14:09;6,53;26,1;98,9;15:41;6,52;25,3;98,3;202;34,3;22,9;7,36598512
13;02.04.2021;contr_B;C7;Hsp;off-species;macroalgae;contr_B;con;no;no;12:35;6,39;25,6;96,4;14:08;6,56;25,8;99;34,3;23;14:37;6,42;25,4;96,5;16:09;6,45;25,7;97,7;201;34,3;22,9;6,996865598
13;02.04.2021;3;A11;Hsp;off-species;macroalgae;Pru-A-1;Pru;A;1;12:15;6,64;25,4;99,6;13:46;7,3;25,6;110;34,3;23;14:16;6,57;25,9;99,7;15:47;6,23;25,4;93,7;200;34,3;22,9;7,051835362
13;02.04.2021;6;B4;Hsp;off-species;macroalgae;Pru-C-1;Pru;C;1;12:21;6,51;25,4;97,8;13:52;7,42;25,4;111,6;34,3;23;14:22;6,59;25,8;99,7;15:53;6,13;25,5;92,7;200;34,3;22,9;6,878144835
13;02.04.2021;12;C4;Hsp;off-species;macroalgae;Pru-D-1;Pru;D;1;12:33;6,37;25,6;96,3;14:05;7,15;25,9;108,5;34,3;23;14:35;6,45;25,4;96,9;16:06;6,18;25,7;93,3;196;34,3;22,9;8,117810474
13;02.04.2021;9;B10;Hsp;off-species;macroalgae;Pru-E-1;Pru;E;1;12:27;6,47;25,4;97,4;14:00;7,22;25,3;108,1;34,3;23;14:28;6,56;25,6;98,5;15:59;6,16;25,5;92,7;195;34,3;22,9;7,024242937
13;02.04.2021;4;A12;Hsp;off-species;macroalgae;Pve-A-1;Pve;A;1;12:17;6,54;25,4;98,5;13:48;7,23;25,6;109,4;34,3;23;14:18;6,57;25,9;99,6;15:50;6,15;25,5;92,8;198;34,3;22,9;7,370305346
13;02.04.2021;10;B11;Hsp;off-species;macroalgae;Pve-B-1;Pve;B;1;12:29;6,44;25,3;96,5;14:02;7,04;25,3;106,2;34,3;23;14:31;6,58;25,3;98,7;16:02;6,17;25,5;93;195;34,3;22,9;7,004665894
13;02.04.2021;7;B7;Hsp;off-species;macroalgae;Pve-C-1;Pve;C;1;12:23;6,59;25,5;99,4;13:55;7,16;25,4;107,3;34,3;23;14:24;6,55;25,8;99,3;15:55;6,18;25,5;93;199;34,3;22,9;6,989082655
13;02.04.2021;1;A6;Hsp;off-species;macroalgae;Pve-F-1;Pve;F;1;12:10;6,74;25,4;101,1;13:40;7,13;25,6;107,5;34,3;23;14:11;6,56;26;99,6;15:43;6,22;25,4;93,5;199;34,3;22,9;6,950426225
13;02.04.2021;11;B12;Hsp;off-species;macroalgae;Spi-A-1;Spi;A;1;12:31;6,43;25,5;96,9;14:03;7,23;25,4;108,3;34,3;23;14:32;6,44;25,5;96,7;16:03;6,15;25,5;92,6;198;34,3;22,9;6,788963055
13;02.04.2021;5;B2;Hsp;off-species;macroalgae;Spi-B-1;Spi;B;1;12:19;6,55;25,4;98,2;13:50;7,15;25,3;106,9;34,3;23;14:20;6,57;25,9;99,6;15:51;6,27;25,5;94,5;197;34,3;22,9;6,897020096
13;02.04.2021;2;A7;Hsp;off-species;macroalgae;Spi-C-1;Spi;C;1;12:13;6,7;25,4;100,5;13:45;6,89;25,6;103,5;34,3;23;14:14;6,57;26;99,8;15:45;6,29;25,4;94,5;195;34,3;22,9;6,874382174
13;02.04.2021;8;B9;Hsp;off-species;macroalgae;Spi-D-1;Spi;D;1;12:25;6,57;25,4;98,8;13:58;6,79;25,3;102,5;34,3;23;14:26;6,54;25,7;98,7;15:57;6,22;25,5;94;202;34,3;22,9;6,579251631
14;03.04.2021;contr_A;A5;Csp;off-species;macroalgae;contr_A;con;no;no;12:05;6,76;25,7;102;13:35;6,79;25,6;102,1;34,4;23,3;14:09;6,49;25,6;97,6;15:39;6,5;25,4;97,5;202;34,2;23,3;7,36598512
14;03.04.2021;contr_B;C7;Csp;off-species;macroalgae;contr_B;con;no;no;12:34;6,63;25,5;99,7;14:04;6,7;25,8;101,2;34,4;23,3;14:35;6,51;25,1;97,3;16:05;6,48;25,6;97,8;201;34,2;23,3;6,996865598
14;03.04.2021;7;B7;Csp;off-species;macroalgae;Pru-A-1;Pru;A;1;12:21;6,68;25,5;100,2;13:51;7,45;25,3;111,5;34,4;23,3;14:23;6,49;25,4;97,6;15:53;6,21;25,4;93,3;199;34,2;23,3;6,989082655
14;03.04.2021;10;B11;Csp;off-species;macroalgae;Pru-C-1;Pru;C;1;12:28;6,62;25,5;99,4;13:58;7,43;25,3;111,6;34,4;23,3;14:29;6,51;25,3;97,4;15:59;6,12;25,4;92;195;34,2;23,3;7,004665894
14;03.04.2021;1;A6;Csp;off-species;macroalgae;Pru-D-1;Pru;D;1;12:07;6,76;25,7;102;13:37;7,44;25,7;111,9;34,4;23,3;14:11;6,47;25,6;97,5;15:41;6,23;25,5;93,8;199;34,2;23,3;6,950426225
14;03.04.2021;4;A12;Csp;off-species;macroalgae;Pru-E-1;Pru;E;1;12:14;6,64;25,8;100,3;13:44;7,3;25,8;110,4;34,4;23,3;14:17;6,5;25,5;97,7;15:47;6,15;25,6;92,6;198;34,2;23,3;7,370305346
14;03.04.2021;2;A7;Csp;off-species;macroalgae;Pve-A-1;Pve;A;1;12:09;6,73;25,8;101,4;13:39;7,57;25,7;114;34,4;23,3;14:13;6,48;25,5;97,6;15:43;6,15;25,5;92,4;195;34,2;23,3;6,874382174
14;03.04.2021;5;B2;Csp;off-species;macroalgae;Pve-B-1;Pve;B;1;12:16;6,64;25,7;100,4;13:46;7,33;25,3;109,8;34,4;23,3;14:19;6,48;25,5;97,5;15:49;6,18;25,4;92,9;197;34,2;23,3;6,897020096
14;03.04.2021;11;B12;Csp;off-species;macroalgae;Pve-C-1;Pve;C;1;12:30;6,6;25,9;99,8;14:00;7,34;25,3;110,1;34,4;23,3;14:31;6,5;25,2;97,3;16:01;6,16;25,4;92,7;198;34,2;23,3;6,788963055
14;03.04.2021;8;B9;Csp;off-species;macroalgae;Pve-F-1;Pve;F;1;12:23;6,68;25,3;100;13:53;7,44;25,3;111,5;34,4;23,3;14:25;6,5;25,3;97,6;15:55;6,2;25,4;93,1;202;34,2;23,3;6,579251631
14;03.04.2021;12;C4;Csp;off-species;macroalgae;Spi-A-1;Spi;A;1;12:32;6,64;25,8;100,1;14:02;7,25;25,8;109,5;34,4;23,3;14:33;6,5;25,1;97,2;16:03;6,13;25,6;92,5;196;34,2;23,3;8,117810474
14;03.04.2021;9;B10;Csp;off-species;macroalgae;Spi-B-1;Spi;B;1;12:25;6,64;25,5;99,8;13:55;7,13;25,3;106,4;34,4;23,3;14:27;6,52;25,3;97,7;15:57;6,21;25,4;93,4;195;34,2;23,3;7,024242937
14;03.04.2021;3;A11;Csp;off-species;macroalgae;Spi-C-1;Spi;C;1;12:12;6,68;25,8;100,8;13:42;7,04;25,8;105,8;34,4;23,3;14:15;6,5;25,5;97,7;15:45;6,2;25,6;93,8;200;34,2;23,3;7,051835362
14;03.04.2021;6;B4;Csp;off-species;macroalgae;Spi-D-1;Spi;D;1;12:18;6,64;25,7;100;13:48;7,27;25,3;108,8;34,4;23,3;14:21;6,48;25,4;97,4;15:51;6,24;25,4;94;200;34,2;23,3;6,878144835
15;04.04.2021;contr_A;A5;Hcn;off-species;sponge;contr_A;con;no;no;12:24;6,4;25,6;98,3;13:54;6,41;25,6;97,9;34,4;23,5;14:28;6,47;25,9;99,7;15:59;6,46;25,4;98,6;202;34,2;23,7;7,36598512
15;04.04.2021;contr_B;C7;Hcn;off-species;sponge;contr_B;con;no;no;12:51;6,39;25,3;97,7;14:21;6,46;25,7;99,1;34,4;23,5;14:55;6,51;25,1;98,9;16:25;6,47;25,7;98,9;201;34,2;23,7;6,996865598
15;04.04.2021;2;A7;Hcn;off-species;sponge;Pru-A-2;Pru;A;2;12:28;6,41;25,5;98,1;13:58;7,29;25,8;112,5;34,4;23,5;14:32;6,48;25,9;99,8;16:02;6,12;25,5;93,6;195;34,2;23,7;6,874382174
15;04.04.2021;8;B9;Hcn;off-species;sponge;Pru-C-2;Pru;C;2;12:41;6,39;25,4;97,5;14:11;7,23;25,6;111;34,4;23,5;14:45;6,5;25,5;99,2;16:15;6,14;25,6;93,9;202;34,2;23,7;6,579251631
15;04.04.2021;5;B2;Hcn;off-species;sponge;Pru-D-2;Pru;D;2;12:35;6,39;25,4;97,9;14:05;6,98;25,6;107,2;34,4;23,5;14:38;6,51;25,7;99,8;16:08;6,23;25,6;95,3;197;34,2;23,7;6,897020096
15;04.04.2021;11;B12;Hcn;off-species;sponge;Pru-E-2;Pru;E;2;12:47;6,37;25,5;97,7;14:17;7,18;25,7;110,2;34,4;23,5;14:51;6,5;25,3;99,2;16:21;6,08;25,7;93,1;198;34,2;23,7;6,788963055
15;04.04.2021;12;C4;Hcn;off-species;sponge;Pve-A-2;Pve;A;2;12:49;6,37;25,4;97,6;14:19;7,14;25,9;109,7;34,4;23,5;14:53;6,5;25,2;99;16:23;6,13;25,7;93,9;196;34,2;23,7;8,117810474
15;04.04.2021;9;B10;Hcn;off-species;sponge;Pve-B-2;Pve;B;2;12:43;6,38;25,4;97,7;14:13;6,89;25,7;105,5;34,4;23,5;14:47;6,49;25,4;99;16:17;6,17;25,7;64,8;195;34,2;23,7;7,024242937
15;04.04.2021;3;A11;Hcn;off-species;sponge;Pve-C-2;Pve;C;2;12:31;6,4;25,5;98,1;14:01;7,22;25,8;111,1;34,4;23,5;14:34;6,48;25,8;99,9;16:04;6,14;25,5;94,1;200;34,2;23,7;7,051835362
15;04.04.2021;6;B4;Hcn;off-species;sponge;Pve-F-2;Pve;F;2;12:37;6,39;25,3;97,4;14:07;7,16;25,7;110,2;34,4;23,5;14:41;6,52;25,6;99,8;16:11;6,19;25,7;94,6;200;34,2;23,7;6,878144835
15;04.04.2021;1;A6;Hcn;off-species;sponge;Spi-A-2;Spi;A;2;12:26;6,42;25,6;98,5;13:56;7,11;25,7;109,2;34,4;23,5;14:30;6,48;25,9;99,8;16:01;6,18;25,5;94,3;199;34,2;23,7;6,950426225
15;04.04.2021;4;A12;Hcn;off-species;sponge;Spi-B-2;Spi;B;2;12:33;6,39;25,4;98;14:03;6,89;25,8;105,7;34,4;23,5;14:36;6,48;25,8;99,8;16:06;6,19;25,6;94,7;198;34,2;23,7;7,370305346
15;04.04.2021;10;B11;Hcn;off-species;sponge;Spi-C-2;Spi;C;2;12:45;6,37;25,5;97,8;14:15;6,76;25,7;103,5;34,4;23,5;14:49;6,5;25,3;99,1;16:19;6,24;25,7;95,6;195;34,2;23,7;7,004665894
15;04.04.2021;7;B7;Hcn;off-species;sponge;Spi-D-2;Spi;D;2;12:39;6,36;25,5;97;14:09;7,15;25,7;109,6;34,4;23,5;14:43;6,51;25,5;99,5;16:13;6,2;25,7;95;199;34,2;23,7;6,989082655
16;05.04.2021;contr_A;A5;Hsp;off-species;macroalgae;contr_A;con;no;no;12:06;6,77;25,1;102,5;13:36;6,78;25,7;103,7;34,2;22,9;14:06;6,56;25,6;99,7;15:36;6,52;25,5;99,5;202;34,2;23,3;7,36598512
16;05.04.2021;contr_B;C7;Hsp;off-species;macroalgae;contr_B;con;no;no;12:32;6,58;25,1;99,3;14:02;6,64;25,8;101,6;34,2;22,9;14:32;6,6;25;99,7;16:02;6,53;25,6;99,6;201;34,2;23,3;6,996865598
16;05.04.2021;4;A12;Hsp;off-species;macroalgae;Pru-A-2;Pru;A;2;12:14;6,71;25,2;101,7;13:44;7,38;25,9;113,4;34,2;22,9;14:14;6,55;25,5;99,7;15:44;6,22;25,7;94,9;198;34,2;23,3;7,370305346
16;05.04.2021;1;A6;Hsp;off-species;macroalgae;Pru-C-2;Pru;C;2;12:08;6,76;25,2;102,3;13:38;7,46;25,9;114,2;34,2;22,9;14:08;6,54;25,5;99,6;15:38;6,25;25,7;94,8;199;34,2;23,3;6,950426225
16;05.04.2021;7;B7;Hsp;off-species;macroalgae;Pru-D-2;Pru;D;2;12:20;6,63;25,1;100,1;13:50;7,24;25,6;110,5;34,2;22,9;14:20;6,62;25,3;100,7;15:50;6,29;25,5;95,8;199;34,2;23,3;6,989082655
16;05.04.2021;10;B11;Hsp;off-species;macroalgae;Pru-E-2;Pru;E;2;12:26;6,57;25,3;99,9;13:56;7,42;25,6;113,2;34,2;22,9;14:26;6,61;25,2;100;15:56;6,15;25,5;93,3;195;34,2;23,3;7,004665894
16;05.04.2021;9;B10;Hsp;off-species;macroalgae;Pve-A-2;Pve;A;2;12:24;6,59;25,1;99,7;13:54;7,13;25,6;109,1;34,2;22,9;14:24;6,62;25,2;100,4;15:54;6,27;25,5;95,6;195;34,2;23,3;7,024242937
16;05.04.2021;3;A11;Hsp;off-species;macroalgae;Pve-B-2;Pve;B;2;12:12;6,73;25,2;102;13:42;7,13;25,9;108,9;34,2;22,9;14:12;6,53;25,5;99,5;15:42;6,24;25,7;95,3;200;34,2;23,3;7,051835362
16;05.04.2021;6;B4;Hsp;off-species;macroalgae;Pve-C-2;Pve;C;2;12:18;6,66;25;100,6;13:48;7,2;25,5;109,9;34,2;22,9;14:19;6,65;25,4;101,2;15:48;6,28;25,4;95,5;200;34,2;23,3;6,878144835
16;05.04.2021;12;C4;Hsp;off-species;macroalgae;Pve-F-2;Pve;F;2;12:30;6,61;25,2;100,4;14:00;7,07;25,8;108,4;34,2;22,9;14:30;6,6;25,1;99,8;16:00;6,22;25,6;95;196;34,2;23,3;8,117810474
16;05.04.2021;2;A7;Hsp;off-species;macroalgae;Spi-A-2;Spi;A;2;12:10;6,73;25,2;102,3;13:40;7,33;25,8;112,2;34,2;22,9;14:10;6,54;25,5;99,6;15:40;6,19;25,7;94,6;195;34,2;23,3;6,874382174
16;05.04.2021;11;B12;Hsp;off-species;macroalgae;Spi-B-2;Spi;B;2;12:28;6,57;25,3;99,7;13:58;7,07;25,6;107,4;34,2;22,9;14:28;6,6;25,1;100;15:58;6,2;25,5;94,4;198;34,2;23,3;6,788963055
16;05.04.2021;8;B9;Hsp;off-species;macroalgae;Spi-C-2;Spi;C;2;12:22;6,62;25,2;100,3;13:52;7;25,6;106,4;34,2;22,9;14:22;6,63;25,3;100,7;15:52;6,3;25,4;96,1;202;34,2;23,3;6,579251631
16;05.04.2021;5;B2;Hsp;off-species;macroalgae;Spi-D-2;Spi;D;2;12:16;6,66;25,1;100,8;13:46;7,15;25,9;108,7;34,2;22,9;14:16;6,63;25,4;100,8;15:46;6,26;25,5;95,4;197;34,2;23,3;6,897020096
